id;Код ОО;Задания с кратким ответом;Первичный балл;Балл;Task1;Task2;Task3;Task4;Task5;Task6;Task7;Task8;Task9;Task10;Task11;Task12;Task13;Task14;Task15;Task16;Task17;Task18;Task19;Task20;Task21;Task22;Task23;Task24;Task25;Task26;Task27
879;243046;++++++----++++-+-++--++--00;15;64;1;1;1;1;1;1;0;0;0;0;1;1;1;1;0;1;0;1;1;0;0;1;1;0;0;0;0
880;205163;-++------+-+-+-+++++++-+-00;13;59;0;1;1;0;0;0;0;0;0;1;0;1;0;1;0;1;1;1;1;1;1;1;0;1;0;0;0
881;205103;+-++-----+--------+------00;5;34;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
882;243026;++-+-+-++++++++++++++++++21;25;90;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1
883;246027;++-+++-+-+++-+++-++++++--00;18;72;1;1;0;1;1;1;0;1;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0;0;0;0
884;238153;++++++++++++++++++++++++-10;25;90;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0
885;252126;++++++-----+++-+-+---++-+00;14;62;1;1;1;1;1;1;0;0;0;0;0;1;1;1;0;1;0;1;0;0;0;1;1;0;1;0;0
886;246073;+-++-----+--+--------+---00;6;40;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
887;210013;+++++++-++-+++-+-+---+---00;15;64;1;1;1;1;1;1;1;0;1;1;0;1;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0
888;243026;+++++-+-+++++++++++++++++20;25;90;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0
889;242015;++++++----++++-+-+++++-++20;20;78;1;1;1;1;1;1;0;0;0;0;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;2;0
890;246036;-----+---+-+---+-----+---00;5;34;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
891;243046;++-+-----------+---------00;4;27;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
892;247045;+--+-+---+-++--+-+---+---00;9;48;1;0;0;1;0;1;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0
893;205015;++++-+++++++++-++++++++-+20;24;88;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;2;0
894;242013;+-+-++---+-+++++--++-+---00;13;59;1;0;1;0;1;1;0;0;0;1;0;1;1;1;1;1;0;0;1;1;0;1;0;0;0;0;0
895;249046;++++++--++-+++-+---+-++--00;15;64;1;1;1;1;1;1;0;0;1;1;0;1;1;1;0;1;0;0;0;1;0;1;1;0;0;0;0
896;245073;++++++++-++++-++++-++++-+00;21;80;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;0;1;0;0
897;241036;++++++++++-++++++++++++++22;28;98;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2
898;244027;++---+-++-+--+++-+++++---00;14;62;1;1;0;0;0;1;0;1;1;0;1;0;0;1;1;1;0;1;1;1;1;1;0;0;0;0;0
899;244027;-+-+---+---+---+--+++----00;8;46;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0
900;238143;--++++--+-+----+--+++--+-00;11;54;0;0;1;1;1;1;0;0;1;0;1;0;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0
901;245016;++++++---++++++++-+++++-+20;22;83;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;2;0
902;238143;++++++-+-+++++-+++++++-+-20;22;83;1;1;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;2;0
903;206106;+-++++-----+--++++++++--+20;17;70;1;0;1;1;1;1;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;1;0;0;1;2;0
904;245103;++-+-+---+--+--------+---00;7;43;1;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
905;246036;-+++-+---+++-++++-+++++-+00;17;70;0;1;1;1;0;1;0;0;0;1;1;1;0;1;1;1;1;0;1;1;1;1;1;0;1;0;0
906;242016;+++++++--+-+-+++++++-+++-00;19;75;1;1;1;1;1;1;1;0;0;1;0;1;0;1;1;1;1;1;1;1;0;1;1;1;0;0;0
907;241036;++++++-+-+++-++++++++++++21;25;90;1;1;1;1;1;1;0;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;2;1
908;247045;++++++++++++++++++++++++-20;26;93;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;2;0
909;245046;++++++-----+---+-++++----00;12;56;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0
910;238073;-+++++---+--+--++++--+---00;12;56;0;1;1;1;1;1;0;0;0;1;0;0;1;0;0;1;1;1;1;0;0;1;0;0;0;0;0
911;241036;+++++++++++++++++++--++-+20;24;88;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;2;0
912;238353;++++++---+-++--+--++-+---00;13;59;1;1;1;1;1;1;0;0;0;1;0;1;1;0;0;1;0;0;1;1;0;1;0;0;0;0;0
913;238153;+++++++-+--++++------+---00;13;59;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0
914;245073;+-++++--++++-+++--+++++--00;17;70;1;0;1;1;1;1;0;0;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;0;0;0;0
915;205016;+-++-++--+-+++++-+++-++--00;16;67;1;0;1;1;0;1;1;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;1;0;0;0;0
916;243026;++++++-++++++++++++++++++20;26;93;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0
917;247053;++++-----+---+-+-----+---00;8;46;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0
918;246027;-+-+-+---+---+---++------00;7;43;0;1;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
919;243046;+-++--------------++-----00;5;34;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
920;208013;+--+-----+--+----++++----00;8;46;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0
921;247093;++++++---+-++++++++++++--00;19;75;1;1;1;1;1;1;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0
922;206073;-+-+++---+-+--++--+++----00;11;54;0;1;0;1;1;1;0;0;0;1;0;1;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0
923;247093;++++-+---+++++++--+--+---00;14;62;1;1;1;1;0;1;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0
924;208015;++++++-+--+++++++----+---00;15;64;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0
925;238153;+++++++-++++-+++++++-+++-00;21;80;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;0;0;0
926;245016;++++-+----++-+-+-+++++---00;14;62;1;1;1;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;1;1;1;1;0;0;0;0;0
927;241036;++++++-++++++++++++++++++20;26;93;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0
928;240013;+--++-----+-+-----++-----00;7;43;1;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0
929;208043;---++-+--+-+--------+----00;6;40;0;0;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
930;219013;---+-----+---------------00;2;14;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
931;246027;-+-+++++-+-+++++-+++++--+20;20;78;0;1;0;1;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;0;0;1;2;0
932;247083;-+++++++++--++++++++++-+-00;20;78;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0
933;249046;++-+-++--+-+-+++-+-+++---20;16;67;1;1;0;1;0;1;1;0;0;1;0;1;0;1;1;1;0;1;0;1;1;1;0;0;0;2;0
934;245103;++++-+----++++-+-++-+++--00;15;64;1;1;1;1;0;1;0;0;0;0;1;1;1;1;0;1;0;1;1;0;1;1;1;0;0;0;0
935;241036;+++++++++++++++++++++++++20;27;95;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0
936;241036;+++++++++-+-+++++++++++++20;25;90;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0
937;242016;++++++-+-++++++++++++++++00;23;85;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
938;238153;++++++---+-+-++++++++++--00;18;72;1;1;1;1;1;1;0;0;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0
939;246056;+++++++++++++++++++++++++20;27;95;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0
940;245026;++-+++++---+-+-+--++++---00;14;62;1;1;0;1;1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;1;1;1;0;0;0;0;0
941;246036;-+-+-+-----------++------00;5;34;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
942;205016;++++++++++++++++++++--++-00;22;83;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
943;238033;++-+-+-+++-+++++-++++++++10;21;80;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0
944;252126;++++++++--++++-++++++++--20;22;83;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;2;0
945;247045;++-+++-+-+++++++++++++++-20;23;85;1;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;2;0
946;238143;++-+++------------+------00;6;40;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
947;238033;-+++-+---++-++-+-+---++--00;12;56;0;1;1;1;0;1;0;0;0;1;1;0;1;1;0;1;0;1;0;0;0;1;1;0;0;0;0
948;246083;++++-++--+++++-+-+---++--00;15;64;1;1;1;1;0;1;1;0;0;1;1;1;1;1;0;1;0;1;0;0;0;1;1;0;0;0;0
949;247093;++++++----++++++++++-++--00;18;72;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0
950;207013;+++-+----+--------+------00;6;40;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
951;246056;++-+-+--------+----------00;5;34;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
952;247043;+++-+++-+++-++++-++++++++20;23;85;1;1;1;0;1;1;1;0;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;2;0
953;246133;-+++-+----++++++-++++++-+00;17;70;0;1;1;1;0;1;0;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0
954;246045;++-+++++-++++++++++++++--20;23;85;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;2;0
955;205163;++--++---+-+++-+-++++++--00;15;64;1;1;0;0;1;1;0;0;0;1;0;1;1;1;0;1;0;1;1;1;1;1;1;0;0;0;0
956;205015;++++++---+++-+-+++---+---20;16;67;1;1;1;1;1;1;0;0;0;1;1;1;0;1;0;1;1;1;0;0;0;1;0;0;0;2;0
957;205016;++++-+++---++++++-+++++--00;18;72;1;1;1;1;0;1;1;1;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0
958;205017;++-++----+--+------------00;6;40;1;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
959;246183;-+-+---------------------00;2;14;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
960;245046;+--------++++-----+++----00;8;46;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0
961;245046;+++-++-+-+-+++----++-+---00;13;59;1;1;1;0;1;1;0;1;0;1;0;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0
962;241036;++++++++++++++++++++-++--00;22;83;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0
963;242016;+++--+----++++-+-+++-++--00;14;62;1;1;1;0;0;1;0;0;0;0;1;1;1;1;0;1;0;1;1;1;0;1;1;0;0;0;0
964;247083;++++-++--+++++++++++-++--00;19;75;1;1;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0
965;205015;+++++++++++++++++++++++++22;29;100;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2
966;245016;++++-++++-++++++++-++++--00;20;78;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0
967;246073;+++++-+-++-+-+-+-++++++--00;17;70;1;1;1;1;1;0;1;0;1;1;0;1;0;1;0;1;0;1;1;1;1;1;1;0;0;0;0
968;238353;---+-+---+-+------+++----00;7;43;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
969;245016;++++-+-++++++++++++++++--00;21;80;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0
970;242016;++++++++-+++++++-+-+-+++-00;20;78;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;0;0;0
971;245016;+++--+---+--+----+-+-+---00;9;48;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0
972;245046;++++++-+-+-+-+++++++++---00;18;72;1;1;1;1;1;1;0;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0
973;206083;+--------+---------------00;2;14;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
974;208023;-+-+-----+----+----------00;4;27;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
975;246036;++++-+++-+++++++-+++++---00;19;75;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0
976;238283;++++-++--+-+--+++++++++--00;17;70;1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0
977;238373;-------------------------00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
978;245046;+-++++--++++++++++++++++-20;23;85;1;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;2;0
979;238073;-+++-+---+-+++++-+++-++--00;15;64;0;1;1;1;0;1;0;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;1;0;0;0;0
980;205015;+++++++++++++++++++++++++20;27;95;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0
981;241036;+++-++-+-++++++++++++++-+20;23;85;1;1;1;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;2;0
982;238293;+++++++++-++++++++++++++-20;25;90;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;2;0
983;238353;++++++++-++++++++++++++++10;25;90;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
984;247043;-++++++---++--++++++-++--20;18;72;0;1;1;1;1;1;1;0;0;0;1;1;0;0;1;1;1;1;1;1;0;1;1;0;0;2;0
985;252126;++++++-+-+----+++-++-++--00;15;64;1;1;1;1;1;1;0;1;0;1;0;0;0;0;1;1;1;0;1;1;0;1;1;0;0;0;0
986;205063;++-+-+---+++++++-+++++---20;18;72;1;1;0;1;0;1;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;2;0
987;245046;++++++---+++++++++++-++--00;19;75;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0
988;246045;++++++-+-+++++++++++++++-20;24;88;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;2;0
989;238303;--++-+--++-+-+---+---++--00;10;51;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0
990;245073;++++++---+++++++++-++++--00;19;75;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0
991;206163;+--+--------------+------00;3;20;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
992;245073;+-+++++--+-+++-+--+++++--00;16;67;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0;1;1;1;1;1;0;0;0;0
993;246083;++++++------+--+--+--+---00;10;51;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0
994;247093;++-+++--++-+--++--++++---00;14;62;1;1;0;1;1;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0
995;238027;+++-++--++-+-++++-+--++--00;15;64;1;1;1;0;1;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;0;1;1;0;0;0;0
996;238027;+-+++----+--+------+-----00;7;43;1;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
997;242036;+++++++-+++++++++++++++++20;26;93;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0
998;246027;+++--++--+-+---+-----+---00;9;48;1;1;1;0;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
999;205017;+++--+---+++++-+--+------00;11;54;1;1;1;0;0;1;0;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0
1000;246123;+++++--++---+----++------00;10;51;1;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
1001;241036;++-++++-----+-+++++++++-+10;18;72;1;1;0;1;1;1;1;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0
1002;213033;+++++++--++++++++++++++++20;25;90;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0
1003;206163;+++++----+--+------------00;7;43;1;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1004;206223;++++++-----++----+++-----10;12;56;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;0
1005;245016;+++++++---++-+++++++++++-20;22;83;1;1;1;1;1;1;1;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;2;0
1006;240023;++++-++--+-+++-+-+++++++-00;18;72;1;1;1;1;0;1;1;0;0;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;0;0;0
1007;242013;+++++++++++++++++++++++++20;27;95;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0
1008;245016;++++-++--+-+++++-+-+++-+-00;17;70;1;1;1;1;0;1;1;0;0;1;0;1;1;1;1;1;0;1;0;1;1;1;0;1;0;0;0
1009;205016;+++++++++++++++++++++++++20;27;95;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0
1010;246033;+++-++---+--+--+--+--++--00;11;54;1;1;1;0;1;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0
1011;246123;++++-++--+-+++++++++++++-20;22;83;1;1;1;1;0;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;2;0
1012;241036;++++++-+++++++++-++++++++21;26;93;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;2;1
1013;245046;++++++++++++---+++++++++-20;23;85;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;0;2;0
1014;205016;++++++-+-++++++++++++++--00;21;80;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0
1015;243026;-++--+---+-+-+++-+++-+++-00;14;62;0;1;1;0;0;1;0;0;0;1;0;1;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0
1016;246073;-------------------------00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1017;245015;++++++++-+-++-+++++--+++-20;21;80;1;1;1;1;1;1;1;1;0;1;0;1;1;0;1;1;1;1;1;0;0;1;1;1;0;2;0
1018;242036;++++++-+++++++++++-+-++--00;20;78;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;0;0;0
1019;246036;-++++++--+++++++++++-++-+00;20;78;0;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0
1020;206083;+++-++-++--+-++++++++-+++20;21;80;1;1;1;0;1;1;0;1;1;0;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;2;0
1021;241036;++--++-+-+-+++++--++-+-+-00;15;64;1;1;0;0;1;1;0;1;0;1;0;1;1;1;1;1;0;0;1;1;0;1;0;1;0;0;0
1022;205026;-------------------------00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;241036;++++++++-+++++++++++++++-20;25;90;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;2;0
1024;246036;++-+++++++++++++++++++-++20;25;90;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;2;0
1025;242016;-+-+--------------+++----00;5;34;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
1026;242036;+++-++----++-+-++++--++--00;14;62;1;1;1;0;1;1;0;0;0;0;1;1;0;1;0;1;1;1;1;0;0;1;1;0;0;0;0
1027;210013;+--+-+-----+-----++------00;6;40;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
1028;205015;+++++++++++++-++++++++++-20;25;90;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;2;0
1029;227033;++++-+---+-+-+-+-+---+---00;11;54;1;1;1;1;0;1;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0
1030;243026;++++-++++-++++++++++++-++20;24;88;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;2;0
1031;245026;++++---+----+--+-+-------00;8;46;1;1;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0
1032;242036;++-++++++++-+++++++++++-+00;22;83;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0
1033;252126;++-+++-+-+-+---++-+---+--00;12;56;1;1;0;1;1;1;0;1;0;1;0;1;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0
1034;238027;++++++----++++++-+-++-+--00;16;67;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;0;1;0;1;1;0;1;0;0;0;0
1035;221013;+++++++-+++-+--++-++-+---00;16;67;1;1;1;1;1;1;1;0;1;1;1;0;1;0;0;1;1;0;1;1;0;1;0;0;0;0;0
1036;245046;+++--+-+-+----+++-+++++--10;15;64;1;1;1;0;0;1;0;1;0;1;0;0;0;0;1;1;1;0;1;1;1;1;1;0;0;1;0
1037;243046;+--+--------------+------00;3;20;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1038;245046;--+-++---+-+------+------00;6;40;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1039;246103;++++-+---+-++-----++-++--00;12;56;1;1;1;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1040;245073;++-------+-+---+--+------00;6;40;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
1041;245015;+++++++-------++--++-+---00;12;56;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
1042;241036;+++++++-+++++++++++++++++20;26;93;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0
1043;247043;++++++----+-+-++--++++---10;15;64;1;1;1;1;1;1;0;0;0;0;1;0;1;0;1;1;0;0;1;1;1;1;0;0;0;1;0
1044;246036;+--+-+---+-+-+-+---------00;7;43;1;0;0;1;0;1;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
1045;243046;+-+--------+------++-----00;5;34;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
1046;208015;+++++++++++++++++++++++--20;25;90;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;2;0
1047;242015;++++++--+++++-++-+++++--+20;21;80;1;1;1;1;1;1;0;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;0;0;1;2;0
1048;245016;++-+++-+-+-++-++-++++++--00;17;70;1;1;0;1;1;1;0;1;0;1;0;1;1;0;1;1;0;1;1;1;1;1;1;0;0;0;0
1049;205053;++++++-+--+++++++++++++++20;24;88;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0
1050;246123;++++++++++++++++++++++++-00;24;88;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
1051;242016;++++-----+--++-----++++--00;11;54;1;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0
1052;203063;++++++-+-+++++++++++++++-20;24;88;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;2;0
1053;238153;+++--+---+-+-+++--+++++--00;14;62;1;1;1;0;0;1;0;0;0;1;0;1;0;1;1;1;0;0;1;1;1;1;1;0;0;0;0
