ID операции;Дата;ID тура;ID туроператора;Количество проданных путёвок
OP3324;02.03.2022;R1115;T106;8
OP3325;02.03.2022;R1108;T115;10
OP3326;02.03.2022;R1104;T104;14
OP3327;02.03.2022;R1119;T107;12
OP3328;02.03.2022;R1118;T113;12
OP3329;02.03.2022;R1110;T115;15
OP3330;02.03.2022;R1116;T116;9
OP3331;02.03.2022;R1101;T101;19
OP3332;02.03.2022;R1119;T107;11
OP3333;02.03.2022;R1102;T119;16
OP3334;02.03.2022;R1121;T107;14
OP3335;02.03.2022;R1119;T114;15
OP3336;02.03.2022;R1129;T107;14
OP3337;02.03.2022;R1132;T116;19
OP3338;02.03.2022;R1123;T119;11
OP3339;02.03.2022;R1102;T118;18
OP3340;02.03.2022;R1132;T109;6
OP3341;02.03.2022;R1132;T111;9
OP3342;02.03.2022;R1103;T117;20
OP3343;02.03.2022;R1110;T107;19
OP3344;02.03.2022;R1112;T114;7
OP3345;02.03.2022;R1107;T114;7
OP3346;02.03.2022;R1111;T107;11
OP3347;02.03.2022;R1116;T108;3
OP3348;02.03.2022;R1118;T120;15
OP3349;02.03.2022;R1114;T104;8
OP3350;02.03.2022;R1108;T110;14
OP3351;02.03.2022;R1103;T100;14
OP3352;02.03.2022;R1123;T118;2
OP3353;02.03.2022;R1113;T109;13
OP3354;02.03.2022;R1118;T105;15
OP3355;02.03.2022;R1123;T118;8
OP3356;02.03.2022;R1111;T106;5
OP3357;03.03.2022;R1118;T120;4
OP3358;03.03.2022;R1101;T120;7
OP3359;03.03.2022;R1123;T104;14
OP3360;03.03.2022;R1128;T119;13
OP3361;03.03.2022;R1103;T113;12
OP3362;03.03.2022;R1132;T107;18
OP3363;03.03.2022;R1126;T112;11
OP3364;03.03.2022;R1124;T114;2
OP3365;03.03.2022;R1111;T115;10
OP3366;03.03.2022;R1103;T106;17
OP3367;03.03.2022;R1113;T108;12
OP3368;03.03.2022;R1113;T120;5
OP3369;03.03.2022;R1124;T110;6
OP3370;03.03.2022;R1131;T100;13
OP3371;03.03.2022;R1129;T106;6
OP3372;03.03.2022;R1113;T118;14
OP3373;03.03.2022;R1107;T105;8
OP3374;03.03.2022;R1125;T120;6
OP3375;03.03.2022;R1117;T108;6
OP3376;03.03.2022;R1106;T109;19
OP3377;03.03.2022;R1104;T117;2
OP3378;03.03.2022;R1128;T103;16
OP3379;03.03.2022;R1107;T112;8
OP3380;03.03.2022;R1104;T112;4
OP3381;03.03.2022;R1130;T115;11
OP3382;03.03.2022;R1127;T107;3
OP3383;03.03.2022;R1107;T106;9
OP3384;03.03.2022;R1122;T104;18
OP3385;03.03.2022;R1106;T119;6
OP3386;03.03.2022;R1110;T114;10
OP3387;03.03.2022;R1126;T110;13
OP3388;03.03.2022;R1112;T115;2
OP3389;03.03.2022;R1115;T107;18
OP3390;03.03.2022;R1113;T111;8
OP3391;03.03.2022;R1126;T111;8
OP3392;03.03.2022;R1128;T100;13
OP3393;03.03.2022;R1124;T110;20
OP3394;03.03.2022;R1110;T112;4
OP3395;03.03.2022;R1124;T116;12
OP3396;03.03.2022;R1102;T108;17
OP3397;03.03.2022;R1115;T103;19
OP3398;03.03.2022;R1108;T101;5
OP3399;03.03.2022;R1132;T118;13
OP3400;03.03.2022;R1105;T119;16
OP3401;03.03.2022;R1128;T115;19
OP3402;03.03.2022;R1130;T112;11
OP3403;03.03.2022;R1113;T109;8
OP3404;03.03.2022;R1114;T108;8
OP3405;03.03.2022;R1103;T113;11
OP3406;03.03.2022;R1101;T102;11
OP3407;03.03.2022;R1104;T107;2
OP3408;03.03.2022;R1127;T119;7
OP3409;03.03.2022;R1121;T107;18
OP3410;03.03.2022;R1120;T107;13
OP3411;03.03.2022;R1116;T119;17
OP3412;03.03.2022;R1115;T112;20
OP3413;03.03.2022;R1105;T108;13
OP3414;03.03.2022;R1101;T120;14
OP3415;03.03.2022;R1125;T101;11
OP3416;03.03.2022;R1127;T118;6
OP3417;03.03.2022;R1126;T118;7
OP3418;03.03.2022;R1105;T116;4
OP3419;04.03.2022;R1106;T110;20
OP3420;04.03.2022;R1124;T113;12
OP3421;04.03.2022;R1131;T106;7
OP3422;04.03.2022;R1107;T117;11
OP3423;04.03.2022;R1107;T106;11
OP3424;04.03.2022;R1122;T105;18
OP3425;04.03.2022;R1119;T109;14
OP3426;04.03.2022;R1118;T102;10
OP3427;04.03.2022;R1123;T119;12
OP3428;04.03.2022;R1125;T101;8
OP3429;04.03.2022;R1110;T111;11
OP3430;04.03.2022;R1101;T120;16
OP3431;04.03.2022;R1114;T118;17
OP3432;04.03.2022;R1111;T112;7
OP3433;04.03.2022;R1116;T119;20
OP3434;04.03.2022;R1126;T107;8
OP3435;04.03.2022;R1118;T110;12
OP3436;04.03.2022;R1126;T118;2
OP3437;04.03.2022;R1131;T120;10
OP3438;04.03.2022;R1122;T114;4
OP3439;04.03.2022;R1130;T111;5
OP3440;04.03.2022;R1132;T106;2
OP3441;04.03.2022;R1128;T101;15
OP3442;04.03.2022;R1130;T103;16
OP3443;04.03.2022;R1103;T116;3
OP3444;04.03.2022;R1127;T101;2
OP3445;04.03.2022;R1129;T114;14
OP3446;04.03.2022;R1125;T102;20
OP3447;04.03.2022;R1112;T111;13
OP3448;04.03.2022;R1107;T104;2
OP3449;04.03.2022;R1105;T111;2
OP3450;04.03.2022;R1114;T101;15
OP3451;04.03.2022;R1126;T116;7
OP3452;04.03.2022;R1111;T119;6
OP3453;04.03.2022;R1117;T108;2
OP3454;04.03.2022;R1103;T106;3
OP3455;04.03.2022;R1107;T101;2
OP3456;04.03.2022;R1117;T113;20
OP3457;04.03.2022;R1122;T105;9
OP3458;04.03.2022;R1128;T119;16
OP3459;04.03.2022;R1132;T100;11
OP3460;04.03.2022;R1110;T112;13
OP3461;04.03.2022;R1109;T112;8
OP3462;04.03.2022;R1120;T100;4
OP3463;04.03.2022;R1112;T107;4
OP3464;04.03.2022;R1125;T100;4
OP3465;04.03.2022;R1126;T100;11
OP3466;04.03.2022;R1101;T120;14
OP3467;04.03.2022;R1120;T120;6
OP3468;04.03.2022;R1129;T111;12
OP3469;04.03.2022;R1113;T113;20
OP3470;04.03.2022;R1113;T100;8
OP3471;04.03.2022;R1122;T117;9
OP3472;04.03.2022;R1132;T105;15
OP3473;04.03.2022;R1128;T119;19
OP3474;05.03.2022;R1112;T100;13
OP3475;05.03.2022;R1103;T103;8
OP3476;05.03.2022;R1114;T102;10
OP3477;05.03.2022;R1116;T117;14
OP3478;05.03.2022;R1127;T105;17
OP3479;05.03.2022;R1127;T100;6
OP3480;05.03.2022;R1119;T114;5
OP3481;05.03.2022;R1125;T112;16
OP3482;05.03.2022;R1118;T102;15
OP3483;05.03.2022;R1104;T111;11
OP3484;05.03.2022;R1117;T117;6
OP3485;05.03.2022;R1126;T114;15
OP3486;05.03.2022;R1117;T105;12
OP3487;05.03.2022;R1132;T106;18
OP3488;05.03.2022;R1115;T116;18
OP3489;05.03.2022;R1120;T102;9
OP3490;05.03.2022;R1110;T113;20
OP3491;05.03.2022;R1121;T104;6
OP3492;05.03.2022;R1117;T109;2
OP3493;05.03.2022;R1102;T100;17
OP3494;05.03.2022;R1116;T110;12
OP3495;05.03.2022;R1120;T119;7
OP3496;05.03.2022;R1108;T111;4
OP3497;05.03.2022;R1129;T112;17
OP3498;05.03.2022;R1132;T100;9
OP3499;05.03.2022;R1114;T105;2
OP3500;05.03.2022;R1127;T115;12
OP3501;05.03.2022;R1115;T114;18
OP3502;05.03.2022;R1115;T106;7
OP3503;05.03.2022;R1121;T118;15
OP3504;05.03.2022;R1131;T116;19
OP3505;05.03.2022;R1113;T114;10
OP3506;05.03.2022;R1115;T116;19
OP3507;05.03.2022;R1126;T109;17
OP3508;05.03.2022;R1115;T120;5
OP3509;05.03.2022;R1129;T118;17
OP3510;05.03.2022;R1131;T108;16
OP3511;05.03.2022;R1108;T119;6
OP3512;05.03.2022;R1104;T115;8
OP3513;05.03.2022;R1130;T114;14
OP3514;05.03.2022;R1116;T105;14
OP3515;05.03.2022;R1130;T110;2
OP3516;05.03.2022;R1113;T117;12
OP3517;05.03.2022;R1114;T115;14
OP3518;05.03.2022;R1116;T112;6
OP3519;05.03.2022;R1116;T103;17
OP3520;05.03.2022;R1117;T109;11
OP3521;05.03.2022;R1132;T112;18
OP3522;05.03.2022;R1106;T103;16
OP3523;05.03.2022;R1111;T101;9
OP3524;05.03.2022;R1109;T119;11
OP3525;05.03.2022;R1109;T104;12
OP3526;05.03.2022;R1120;T104;2
OP3527;05.03.2022;R1102;T120;4
OP3528;05.03.2022;R1123;T111;5
OP3529;05.03.2022;R1108;T105;20
OP3530;05.03.2022;R1129;T112;17
OP3531;05.03.2022;R1105;T113;5
OP3532;05.03.2022;R1126;T116;17
OP3533;05.03.2022;R1105;T102;2
OP3534;05.03.2022;R1105;T111;15
OP3535;05.03.2022;R1107;T120;17
OP3536;06.03.2022;R1111;T100;15
OP3537;06.03.2022;R1109;T115;18
OP3538;06.03.2022;R1106;T109;14
OP3539;06.03.2022;R1120;T109;18
OP3540;06.03.2022;R1115;T107;18
OP3541;06.03.2022;R1126;T117;19
OP3542;06.03.2022;R1128;T108;15
OP3543;06.03.2022;R1131;T120;6
OP3544;06.03.2022;R1106;T105;19
OP3545;06.03.2022;R1122;T106;13
OP3546;06.03.2022;R1112;T102;7
OP3547;06.03.2022;R1131;T105;13
OP3548;06.03.2022;R1102;T112;7
OP3549;06.03.2022;R1117;T112;7
OP3550;06.03.2022;R1132;T117;17
OP3551;06.03.2022;R1129;T103;3
OP3552;06.03.2022;R1105;T111;6
OP3553;06.03.2022;R1111;T116;2
OP3554;06.03.2022;R1131;T116;14
OP3555;06.03.2022;R1112;T108;12
OP3556;06.03.2022;R1108;T102;7
OP3557;06.03.2022;R1103;T117;11
OP3558;06.03.2022;R1128;T102;16
OP3559;06.03.2022;R1105;T106;3
OP3560;06.03.2022;R1118;T113;15
OP3561;06.03.2022;R1105;T106;15
OP3562;06.03.2022;R1107;T110;5
OP3563;06.03.2022;R1114;T102;18
OP3564;06.03.2022;R1132;T102;16
OP3565;06.03.2022;R1102;T111;12
OP3566;06.03.2022;R1119;T101;20
OP3567;06.03.2022;R1111;T119;16
OP3568;06.03.2022;R1112;T103;17
OP3569;06.03.2022;R1107;T104;20
OP3570;06.03.2022;R1102;T120;17
OP3571;06.03.2022;R1121;T102;11
OP3572;06.03.2022;R1127;T113;20
OP3573;06.03.2022;R1116;T105;20
OP3574;06.03.2022;R1113;T110;7
OP3575;07.03.2022;R1127;T102;6
OP3576;07.03.2022;R1108;T113;14
OP3577;07.03.2022;R1115;T106;6
OP3578;07.03.2022;R1115;T118;16
OP3579;07.03.2022;R1115;T102;4
OP3580;07.03.2022;R1123;T101;18
OP3581;07.03.2022;R1116;T120;8
OP3582;07.03.2022;R1129;T110;17
OP3583;07.03.2022;R1114;T103;20
OP3584;07.03.2022;R1124;T118;11
OP3585;07.03.2022;R1114;T100;14
OP3586;07.03.2022;R1123;T101;8
OP3587;07.03.2022;R1115;T118;15
OP3588;07.03.2022;R1129;T103;13
OP3589;07.03.2022;R1104;T116;18
OP3590;07.03.2022;R1106;T109;6
OP3591;07.03.2022;R1119;T111;16
OP3592;07.03.2022;R1130;T107;2
OP3593;07.03.2022;R1115;T104;4
OP3594;07.03.2022;R1132;T107;9
OP3595;07.03.2022;R1123;T103;3
OP3596;07.03.2022;R1109;T110;12
OP3597;07.03.2022;R1131;T108;11
OP3598;07.03.2022;R1128;T103;15
OP3599;07.03.2022;R1132;T105;4
OP3600;07.03.2022;R1113;T117;2
OP3601;07.03.2022;R1132;T118;12
OP3602;07.03.2022;R1114;T120;19
OP3603;07.03.2022;R1126;T107;20
OP3604;07.03.2022;R1121;T103;14
OP3605;07.03.2022;R1132;T105;7
OP3606;07.03.2022;R1121;T117;13
OP3607;07.03.2022;R1114;T101;3
OP3608;07.03.2022;R1104;T120;2
OP3609;07.03.2022;R1112;T118;8
OP3610;07.03.2022;R1112;T101;2
OP3611;07.03.2022;R1131;T110;2
OP3612;07.03.2022;R1130;T108;20
OP3613;07.03.2022;R1121;T116;19
OP3614;07.03.2022;R1128;T100;17
OP3615;07.03.2022;R1102;T101;13
OP3616;07.03.2022;R1117;T108;17
OP3617;07.03.2022;R1113;T107;10
OP3618;07.03.2022;R1125;T117;14
OP3619;07.03.2022;R1105;T105;2
OP3620;07.03.2022;R1124;T113;12
OP3621;07.03.2022;R1131;T113;15
OP3622;07.03.2022;R1132;T101;18
OP3623;07.03.2022;R1121;T114;13
OP3624;07.03.2022;R1130;T110;5
OP3625;07.03.2022;R1106;T108;9
OP3626;07.03.2022;R1125;T102;13
OP3627;07.03.2022;R1101;T106;20
OP3628;07.03.2022;R1113;T110;4
OP3629;07.03.2022;R1112;T102;5
OP3630;07.03.2022;R1122;T106;9
OP3631;07.03.2022;R1105;T114;17
OP3632;07.03.2022;R1121;T111;7
OP3633;07.03.2022;R1132;T110;17
OP3634;08.03.2022;R1120;T117;17
OP3635;08.03.2022;R1107;T117;19
OP3636;08.03.2022;R1103;T117;9
OP3637;08.03.2022;R1104;T107;20
OP3638;08.03.2022;R1121;T107;5
OP3639;08.03.2022;R1128;T110;13
OP3640;08.03.2022;R1131;T112;4
OP3641;08.03.2022;R1116;T119;19
OP3642;08.03.2022;R1109;T101;12
OP3643;08.03.2022;R1113;T100;9
OP3644;08.03.2022;R1102;T119;15
OP3645;08.03.2022;R1121;T105;8
OP3646;08.03.2022;R1126;T100;2
OP3647;08.03.2022;R1109;T110;6
OP3648;08.03.2022;R1102;T120;14
OP3649;08.03.2022;R1128;T112;10
OP3650;08.03.2022;R1127;T105;18
OP3651;08.03.2022;R1131;T107;10
OP3652;08.03.2022;R1110;T117;18
OP3653;08.03.2022;R1132;T118;14
OP3654;08.03.2022;R1123;T110;10
OP3655;08.03.2022;R1130;T112;11
OP3656;08.03.2022;R1105;T116;10
OP3657;08.03.2022;R1121;T108;15
OP3658;08.03.2022;R1114;T120;2
OP3659;08.03.2022;R1110;T114;20
OP3660;08.03.2022;R1125;T113;9
OP3661;08.03.2022;R1111;T116;6
OP3662;08.03.2022;R1115;T119;19
OP3663;08.03.2022;R1122;T116;12
OP3664;08.03.2022;R1103;T112;7
OP3665;08.03.2022;R1129;T112;10
OP3666;08.03.2022;R1131;T115;18
OP3667;08.03.2022;R1111;T103;11
OP3668;08.03.2022;R1121;T102;19
OP3669;08.03.2022;R1117;T101;4
OP3670;08.03.2022;R1120;T109;13
OP3671;08.03.2022;R1125;T110;17
OP3672;08.03.2022;R1113;T105;9
OP3673;08.03.2022;R1102;T117;7
OP3674;08.03.2022;R1123;T115;5
OP3675;08.03.2022;R1111;T109;15
OP3676;08.03.2022;R1103;T102;13
OP3677;08.03.2022;R1102;T118;19
OP3678;08.03.2022;R1132;T113;11
OP3679;08.03.2022;R1110;T115;6
OP3680;08.03.2022;R1123;T107;4
OP3681;08.03.2022;R1129;T110;8
OP3682;08.03.2022;R1121;T100;4
OP3683;08.03.2022;R1127;T118;7
OP3684;08.03.2022;R1111;T107;3
OP3685;08.03.2022;R1122;T116;19
OP3686;08.03.2022;R1101;T116;15
OP3687;08.03.2022;R1113;T120;18
OP3688;08.03.2022;R1111;T113;7
OP3689;08.03.2022;R1122;T101;16
OP3690;08.03.2022;R1115;T100;4
OP3691;08.03.2022;R1125;T112;15
OP3692;08.03.2022;R1108;T114;16
OP3693;08.03.2022;R1124;T116;12
OP3694;08.03.2022;R1124;T100;18
OP3695;08.03.2022;R1114;T108;13
OP3696;08.03.2022;R1128;T105;9
OP3697;08.03.2022;R1122;T110;4
OP3698;08.03.2022;R1110;T104;9
OP3699;08.03.2022;R1125;T113;19
OP3700;08.03.2022;R1127;T102;12
OP3701;08.03.2022;R1112;T110;15
OP3702;09.03.2022;R1112;T111;11
OP3703;09.03.2022;R1127;T114;2
OP3704;09.03.2022;R1132;T110;11
OP3705;09.03.2022;R1107;T102;5
OP3706;09.03.2022;R1127;T108;14
OP3707;09.03.2022;R1128;T116;13
OP3708;09.03.2022;R1120;T105;13
OP3709;09.03.2022;R1116;T117;6
OP3710;09.03.2022;R1119;T104;12
OP3711;09.03.2022;R1132;T115;14
OP3712;09.03.2022;R1128;T118;9
OP3713;09.03.2022;R1110;T114;17
OP3714;09.03.2022;R1132;T107;7
OP3715;09.03.2022;R1128;T113;6
OP3716;09.03.2022;R1121;T119;19
OP3717;09.03.2022;R1124;T106;12
OP3718;09.03.2022;R1105;T110;6
OP3719;09.03.2022;R1101;T114;9
OP3720;09.03.2022;R1129;T107;17
OP3721;09.03.2022;R1132;T103;11
OP3722;09.03.2022;R1104;T100;18
OP3723;09.03.2022;R1120;T115;9
OP3724;09.03.2022;R1126;T117;18
OP3725;09.03.2022;R1124;T119;16
OP3726;09.03.2022;R1105;T103;15
OP3727;09.03.2022;R1103;T111;9
OP3728;09.03.2022;R1101;T100;11
OP3729;09.03.2022;R1131;T110;12
OP3730;09.03.2022;R1132;T112;3
OP3731;09.03.2022;R1123;T114;19
OP3732;09.03.2022;R1114;T100;4
OP3733;09.03.2022;R1130;T118;6
OP3734;09.03.2022;R1110;T111;14
OP3735;09.03.2022;R1124;T113;10
OP3736;09.03.2022;R1128;T119;16
OP3737;09.03.2022;R1114;T118;10
OP3738;09.03.2022;R1127;T111;20
OP3739;09.03.2022;R1109;T103;2
OP3740;09.03.2022;R1123;T112;8
OP3741;09.03.2022;R1124;T109;15
OP3742;09.03.2022;R1117;T106;7
OP3743;09.03.2022;R1116;T101;14
OP3744;09.03.2022;R1102;T112;11
OP3745;09.03.2022;R1113;T103;5
OP3746;09.03.2022;R1111;T117;9
OP3747;09.03.2022;R1112;T102;17
OP3748;09.03.2022;R1124;T104;11
OP3749;09.03.2022;R1115;T109;3
OP3750;09.03.2022;R1106;T118;6
OP3751;09.03.2022;R1122;T101;9
OP3752;09.03.2022;R1129;T110;11
OP3753;09.03.2022;R1122;T109;4
OP3754;09.03.2022;R1102;T117;20
OP3755;09.03.2022;R1125;T102;4
OP3756;09.03.2022;R1102;T113;9
OP3757;09.03.2022;R1113;T110;18
OP3758;09.03.2022;R1122;T115;11
OP3759;09.03.2022;R1127;T118;16
OP3760;09.03.2022;R1132;T112;4
OP3761;10.03.2022;R1114;T108;17
OP3762;10.03.2022;R1122;T120;5
OP3763;10.03.2022;R1117;T106;10
OP3764;10.03.2022;R1118;T104;5
OP3765;10.03.2022;R1121;T119;2
OP3766;10.03.2022;R1118;T112;7
OP3767;10.03.2022;R1114;T107;12
OP3768;10.03.2022;R1111;T119;14
OP3769;10.03.2022;R1101;T110;6
OP3770;10.03.2022;R1103;T116;16
OP3771;10.03.2022;R1101;T106;2
OP3772;10.03.2022;R1102;T102;9
OP3773;10.03.2022;R1113;T102;2
OP3774;10.03.2022;R1113;T111;6
OP3775;10.03.2022;R1112;T102;3
OP3776;10.03.2022;R1103;T114;19
OP3777;10.03.2022;R1124;T116;17
OP3778;10.03.2022;R1111;T112;12
OP3779;10.03.2022;R1125;T112;3
OP3780;10.03.2022;R1120;T113;3
OP3781;10.03.2022;R1131;T101;3
OP3782;10.03.2022;R1102;T117;5
OP3783;10.03.2022;R1119;T117;17
OP3784;10.03.2022;R1111;T104;2
OP3785;10.03.2022;R1120;T111;7
OP3786;10.03.2022;R1109;T110;2
OP3787;10.03.2022;R1126;T101;16
OP3788;10.03.2022;R1103;T107;13
OP3789;10.03.2022;R1110;T113;18
OP3790;10.03.2022;R1128;T107;2
OP3791;10.03.2022;R1108;T113;10
OP3792;10.03.2022;R1131;T105;16
OP3793;10.03.2022;R1131;T104;12
OP3794;10.03.2022;R1115;T105;9
OP3795;10.03.2022;R1113;T119;4
OP3796;10.03.2022;R1130;T114;15
OP3797;10.03.2022;R1130;T108;5
OP3798;10.03.2022;R1130;T109;4
OP3799;10.03.2022;R1117;T119;6
OP3800;10.03.2022;R1125;T117;13
OP3801;10.03.2022;R1124;T105;14
OP3802;10.03.2022;R1125;T105;5
OP3803;10.03.2022;R1124;T107;11
OP3804;10.03.2022;R1102;T120;12
OP3805;10.03.2022;R1105;T111;10
OP3806;10.03.2022;R1125;T105;11
OP3807;10.03.2022;R1120;T118;7
OP3808;10.03.2022;R1124;T117;4
OP3809;10.03.2022;R1125;T100;2
OP3810;10.03.2022;R1132;T106;18
OP3811;10.03.2022;R1115;T117;5
OP3812;10.03.2022;R1112;T115;6
OP3813;10.03.2022;R1130;T119;9
OP3814;10.03.2022;R1107;T109;7
OP3815;10.03.2022;R1118;T110;5
OP3816;11.03.2022;R1132;T117;4
OP3817;11.03.2022;R1104;T109;10
OP3818;11.03.2022;R1126;T113;7
OP3819;11.03.2022;R1120;T103;7
OP3820;11.03.2022;R1128;T118;9
OP3821;11.03.2022;R1123;T111;10
OP3822;11.03.2022;R1117;T111;20
OP3823;11.03.2022;R1116;T109;20
OP3824;11.03.2022;R1115;T106;17
OP3825;11.03.2022;R1109;T107;18
OP3826;11.03.2022;R1118;T103;13
OP3827;11.03.2022;R1132;T113;2
OP3828;11.03.2022;R1123;T118;15
OP3829;11.03.2022;R1119;T114;3
OP3830;11.03.2022;R1129;T118;4
OP3831;11.03.2022;R1123;T110;3
OP3832;11.03.2022;R1123;T118;2
OP3833;11.03.2022;R1103;T109;5
OP3834;11.03.2022;R1126;T102;20
OP3835;11.03.2022;R1129;T119;14
OP3836;11.03.2022;R1106;T113;16
OP3837;11.03.2022;R1126;T120;12
OP3838;11.03.2022;R1120;T106;14
OP3839;11.03.2022;R1102;T103;10
OP3840;11.03.2022;R1113;T119;11
OP3841;11.03.2022;R1120;T115;2
OP3842;11.03.2022;R1102;T100;4
OP3843;11.03.2022;R1101;T113;17
OP3844;11.03.2022;R1124;T119;9
OP3845;11.03.2022;R1124;T117;2
OP3846;11.03.2022;R1101;T118;13
OP3847;11.03.2022;R1123;T104;2
OP3848;11.03.2022;R1115;T101;2
OP3849;11.03.2022;R1103;T108;15
OP3850;11.03.2022;R1117;T115;18
OP3851;11.03.2022;R1112;T103;12
OP3852;11.03.2022;R1116;T120;3
OP3853;11.03.2022;R1110;T100;15
OP3854;11.03.2022;R1118;T106;3
OP3855;11.03.2022;R1114;T112;17
OP3856;11.03.2022;R1124;T114;7
OP3857;11.03.2022;R1128;T118;13
OP3858;11.03.2022;R1112;T107;18
OP3859;11.03.2022;R1123;T104;16
OP3860;11.03.2022;R1111;T118;5
OP3861;11.03.2022;R1108;T118;13
OP3862;11.03.2022;R1127;T107;2
OP3863;11.03.2022;R1132;T103;11
OP3864;11.03.2022;R1117;T102;11
OP3865;11.03.2022;R1121;T118;20
OP3866;11.03.2022;R1127;T111;17
OP3867;11.03.2022;R1109;T119;8
OP3868;11.03.2022;R1104;T114;17
OP3869;12.03.2022;R1104;T113;20
OP3870;12.03.2022;R1104;T100;19
OP3871;12.03.2022;R1101;T119;19
OP3872;12.03.2022;R1105;T110;20
OP3873;12.03.2022;R1119;T118;20
OP3874;12.03.2022;R1121;T107;15
OP3875;12.03.2022;R1126;T112;15
OP3876;12.03.2022;R1110;T115;9
OP3877;12.03.2022;R1117;T119;9
OP3878;12.03.2022;R1119;T107;2
OP3879;12.03.2022;R1103;T111;17
OP3880;12.03.2022;R1102;T108;8
OP3881;12.03.2022;R1125;T110;12
OP3882;12.03.2022;R1115;T110;9
OP3883;12.03.2022;R1112;T103;16
OP3884;12.03.2022;R1123;T115;20
OP3885;12.03.2022;R1112;T116;11
OP3886;12.03.2022;R1121;T116;9
OP3887;12.03.2022;R1117;T117;19
OP3888;12.03.2022;R1122;T113;20
OP3889;12.03.2022;R1132;T102;11
OP3890;12.03.2022;R1104;T118;11
OP3891;12.03.2022;R1119;T109;11
OP3892;12.03.2022;R1102;T118;20
OP3893;12.03.2022;R1114;T104;12
OP3894;12.03.2022;R1122;T108;15
OP3895;12.03.2022;R1128;T111;3
OP3896;12.03.2022;R1113;T102;18
OP3897;12.03.2022;R1118;T111;2
OP3898;12.03.2022;R1103;T107;19
OP3899;12.03.2022;R1125;T111;18
OP3900;12.03.2022;R1121;T117;17
OP3901;12.03.2022;R1119;T101;19
OP3902;12.03.2022;R1123;T102;12
OP3903;12.03.2022;R1120;T102;10
OP3904;12.03.2022;R1114;T106;3
OP3905;12.03.2022;R1121;T117;10
OP3906;12.03.2022;R1132;T115;13
OP3907;12.03.2022;R1105;T117;18
OP3908;12.03.2022;R1125;T107;9
OP3909;12.03.2022;R1124;T114;9
OP3910;12.03.2022;R1129;T115;17
OP3911;12.03.2022;R1123;T106;13
OP3912;12.03.2022;R1106;T117;15
OP3913;12.03.2022;R1122;T114;16
OP3914;12.03.2022;R1117;T100;7
OP3915;12.03.2022;R1112;T102;13
OP3916;12.03.2022;R1128;T108;11
OP3917;12.03.2022;R1108;T100;19
OP3918;12.03.2022;R1111;T117;6
OP3919;12.03.2022;R1118;T111;16
OP3920;12.03.2022;R1116;T114;12
OP3921;12.03.2022;R1127;T112;3
OP3922;12.03.2022;R1108;T120;18
OP3923;12.03.2022;R1102;T106;12
OP3924;12.03.2022;R1108;T114;17
OP3925;12.03.2022;R1115;T114;18
OP3926;12.03.2022;R1111;T100;5
OP3927;13.03.2022;R1127;T108;9
OP3928;13.03.2022;R1118;T100;11
OP3929;13.03.2022;R1108;T111;6
OP3930;13.03.2022;R1109;T112;10
OP3931;13.03.2022;R1120;T113;19
OP3932;13.03.2022;R1132;T106;4
OP3933;13.03.2022;R1128;T111;10
OP3934;13.03.2022;R1109;T106;13
OP3935;13.03.2022;R1121;T120;2
OP3936;13.03.2022;R1120;T119;7
OP3937;13.03.2022;R1114;T100;16
OP3938;13.03.2022;R1125;T116;18
OP3939;13.03.2022;R1108;T116;3
OP3940;13.03.2022;R1127;T107;8
OP3941;13.03.2022;R1131;T112;9
OP3942;13.03.2022;R1115;T105;14
OP3943;13.03.2022;R1127;T104;19
OP3944;13.03.2022;R1108;T103;6
OP3945;13.03.2022;R1122;T112;2
OP3946;13.03.2022;R1116;T106;7
OP3947;13.03.2022;R1127;T114;14
OP3948;13.03.2022;R1107;T118;9
OP3949;13.03.2022;R1125;T111;16
OP3950;13.03.2022;R1121;T102;7
OP3951;13.03.2022;R1107;T115;9
OP3952;13.03.2022;R1129;T117;17
OP3953;13.03.2022;R1130;T115;20
OP3954;13.03.2022;R1128;T101;5
OP3955;13.03.2022;R1120;T119;9
OP3956;13.03.2022;R1101;T102;10
OP3957;13.03.2022;R1127;T102;13
OP3958;13.03.2022;R1125;T104;8
OP3959;13.03.2022;R1107;T106;6
OP3960;13.03.2022;R1108;T116;11
OP3961;13.03.2022;R1109;T101;16
OP3962;13.03.2022;R1128;T113;12
OP3963;13.03.2022;R1110;T118;4
OP3964;13.03.2022;R1113;T119;20
OP3965;13.03.2022;R1126;T105;17
OP3966;13.03.2022;R1126;T120;16
OP3967;13.03.2022;R1110;T115;15
OP3968;13.03.2022;R1118;T111;11
OP3969;13.03.2022;R1105;T111;9
OP3970;13.03.2022;R1115;T112;2
OP3971;13.03.2022;R1106;T118;4
OP3972;13.03.2022;R1124;T117;3
OP3973;13.03.2022;R1126;T100;5
OP3974;13.03.2022;R1106;T107;16
OP3975;13.03.2022;R1127;T114;5
OP3976;13.03.2022;R1123;T109;3
OP3977;13.03.2022;R1126;T110;15
OP3978;13.03.2022;R1121;T109;3
OP3979;13.03.2022;R1103;T117;15
OP3980;13.03.2022;R1109;T106;4
OP3981;13.03.2022;R1114;T109;4
OP3982;13.03.2022;R1113;T101;13
OP3983;13.03.2022;R1123;T117;6
OP3984;13.03.2022;R1110;T104;5
OP3985;13.03.2022;R1104;T112;18
OP3986;13.03.2022;R1111;T114;16
OP3987;13.03.2022;R1117;T116;17
OP3988;13.03.2022;R1114;T102;15
